"","GEO_CODE","Lat","Long","Pop","Pop_male","Pop_female","Pop_16_26","Pop_32_39","Pop_40_52","Pop_53_65","Pop_66_76","Age_Moyen","Age_Median","Male_total","Female_total","Pop_Male_16_26","Pop_Female_16_26","Pop_Male_32_39","Pop_Female_32_39","Pop_Male_40_52","Pop_Female_40_52","Pop_Male_53_65","Pop_Female_53_65","Pop_Male_66_76","Pop_Female_66_76","sal_1","sal_2","sal_3","sal_4","sal_5","sal_6","sal_7","sal_8","sal_9","sal_10","sal_11","sal_1_m","sal_2_m","sal_3_m","sal_4_m","sal_5_m","sal_6_m","sal_7_m","sal_8_m","sal_9_m","sal_10_m","sal_11_m","sal_1_f","sal_2_f","sal_3_f","sal_4_f","sal_5_f","sal_6_f","sal_7_f","sal_8_f","sal_9_f","sal_10_f","sal_11_f","Total_Habitation","Propriétaire","Locataire","Condo","Celibataire","Conjoint_fait","Marie","Celibataire_M","Conjoint_fait_M","Marie_M","Celibataire_F","Conjoint_fait_F","Marie_F","Maison_Detache","Appartement","Bilingue","Couple_1","Couple_2","Couple_3"
"64","G4V",48.9859604227,-66.3214109351,6615,3200,3415,629,568,1062,1661,949,47,51.6,3200,3415,313,316,281,287,521,539,809,844,476,471,685,1575,1155,940,550,270,150,70,80,35,15,290,700,540,520,300,155,75,45,55,25,5,400,875,615,420,250,115,80,25,25,10,5,2180,930,175,2610,1475,1695,1190,735,855,1420,740,840,3110,3230,800,845,300,220,75
"65","G4W",48.9138911761,-67.6435106995,14325,6975,7355,1462,1175,2161,3370,2139,47.6,52.2,6975,7355,780,687,583,595,1040,1116,1602,1772,1025,1115,1295,2665,2480,2205,1325,780,460,185,250,90,50,535,1025,1165,1140,730,475,285,125,190,70,40,760,1635,1315,1060,590,305,170,60,60,20,10,4385,2485,395,5460,3210,3840,2485,1600,1925,2970,1610,1915,6870,7155,2310,2490,595,525,170
"66","G4X",48.8805632486,-64.4761201642,14570,7100,7470,1509,1288,2389,3617,1797,45.6,50,7100,7470,748,756,629,664,1177,1212,1816,1801,859,938,1265,2440,2415,2440,1515,820,540,245,290,75,55,505,980,1170,1270,795,445,310,155,185,50,30,760,1460,1240,1170,720,375,230,85,105,25,20,4655,1755,170,5080,3265,4230,2345,1630,2110,2735,1635,2120,6415,6610,1355,4690,810,610,200
"67","G4Z",51.0871932397,-68.6319503664,9855,4970,4890,1180,929,1808,2173,1003,42.9,45.8,4970,4890,619,566,437,484,907,901,1146,1032,513,495,880,1160,1285,1395,1080,740,575,380,480,200,105,275,335,505,775,630,450,385,305,390,165,95,605,825,780,615,450,290,190,75,85,35,10,3265,1195,140,3115,2545,2665,1595,1270,1335,1520,1275,1330,4425,4320,1135,2515,525,465,165
"68","G5A",47.703513949,-70.0803350954,8335,4100,4230,806,704,1301,2024,1249,46.9,51.5,4100,4230,412,396,357,350,636,665,1022,1006,607,643,780,1610,1555,1330,790,410,230,110,150,45,30,255,605,715,750,480,270,145,80,125,35,30,525,1005,840,580,310,135,85,35,25,10,0,2750,1070,195,2925,1910,2390,1395,950,1200,1535,955,1195,3815,4035,1030,1495,430,315,135
"69","G5B",49.9893610582,-67.0014917118,6295,3325,2970,726,678,1214,1250,624,41.5,42.6,3325,2970,385,341,380,303,668,548,653,600,317,300,545,745,725,730,490,355,310,320,555,265,140,170,235,275,380,280,200,190,250,490,235,125,375,510,455,350,215,155,125,65,65,30,15,1925,760,110,2050,1480,1720,1140,740,900,910,745,815,2685,2545,660,1265,310,270,120
"70","G5C",50.3470038542,-69.0408766097,11770,5785,5990,1401,1037,2036,2581,1310,44.3,47.2,5785,5990,709,697,529,503,1002,1024,1333,1253,597,713,1020,1650,1690,1605,1150,760,595,390,445,215,95,355,570,700,825,655,450,415,310,360,175,75,665,1090,985,785,495,305,180,75,85,40,25,3505,1720,275,4315,2870,2875,2050,1440,1445,2260,1435,1430,5270,5165,1470,1975,545,500,140
"71","G5H",48.5659111423,-68.1782422777,6790,3250,3540,645,564,982,1593,979,46.8,51.5,3250,3540,310,331,279,285,500,485,772,824,468,515,615,1260,1200,930,600,285,150,65,100,30,30,235,490,570,475,355,155,100,50,70,20,15,380,765,630,455,245,130,55,15,30,5,15,1880,1250,175,2685,1480,1635,1175,745,825,1510,735,810,3125,3355,1075,900,245,245,120
"72","G5J",48.4980046974,-67.4504756969,6225,2960,3260,651,515,996,1441,824,45.1,48.9,2960,3260,295,355,254,258,459,537,695,742,401,429,560,1205,1060,885,615,335,185,75,90,35,25,200,465,475,465,355,205,110,50,60,25,15,360,740,585,420,260,130,75,30,30,10,10,1845,1030,165,2180,1305,1780,935,645,885,1245,660,895,2885,3010,915,860,235,280,120
"73","G5L",48.4981518696,-68.6547702909,29240,13625,15615,3767,2480,3915,6295,4192,47.6,51.3,13625,15615,1873,1891,1283,1202,1837,2083,2894,3402,1850,2349,2695,5235,5010,4220,2830,1610,900,440,655,210,135,1125,2120,2160,2015,1510,930,525,290,465,150,100,1565,3115,2850,2205,1320,685,375,155,190,55,35,7380,7090,1585,13020,6025,6875,5465,2990,3435,7555,3040,3435,14465,15340,7135,7410,1045,860,335
"74","G5M",48.5571266904,-68.5455261391,8470,4185,4290,977,925,1404,1782,860,40,40.8,4185,4290,491,486,444,484,694,712,835,940,420,437,655,880,1095,1295,1035,710,485,230,280,100,55,215,345,470,615,560,395,270,150,200,65,45,435,535,620,680,475,310,215,75,85,35,15,2775,775,445,2235,2420,2220,1025,1205,1115,1210,1215,1100,3575,4315,775,2175,420,470,160
"75","G5N",48.366760828,-68.4659395795,7990,3975,4010,918,834,1413,1896,786,40.7,43.2,3975,4010,453,476,426,408,683,725,944,957,401,383,630,910,1035,1265,980,630,395,185,340,95,75,235,360,490,610,535,335,210,125,240,70,55,395,550,545,655,445,295,185,65,105,30,15,2870,440,110,2115,2295,2160,1015,1140,1085,1100,1150,1085,3290,3605,360,1735,420,470,180
"76","G5R",47.8549683452,-69.5658717457,19500,9360,10135,2248,1773,3013,4103,2575,45.7,48.3,9360,10135,1175,1075,893,877,1505,1518,1929,2174,1161,1407,1595,3225,3190,2980,2005,1055,675,290,485,160,90,615,1230,1395,1500,1140,630,430,195,340,115,60,980,2000,1800,1480,860,430,245,95,145,45,30,5030,4040,890,7305,4425,5095,3210,2210,2565,4090,2215,2530,9070,9790,4215,4310,735,725,295
"77","G5T",47.6057484637,-68.5266782074,2865,1425,1440,263,225,427,719,424,47.9,53.2,1425,1440,146,116,109,119,199,223,355,374,206,218,255,540,575,465,260,115,60,25,30,10,5,100,210,275,280,150,65,30,15,30,10,5,155,330,300,185,105,50,25,10,0,0,0,860,480,95,1045,530,905,495,265,450,550,265,450,1340,1480,305,485,110,105,45
"78","G5V",46.9557881323,-70.5496702778,11255,5485,5770,1232,877,1824,2458,1691,47.6,51.5,5485,5770,614,611,439,438,944,885,1214,1244,802,896,1015,2155,2065,1895,1070,510,290,115,160,45,30,405,850,965,1070,600,305,165,70,110,30,20,605,1305,1105,825,470,205,120,45,50,15,15,3195,2085,270,4425,2305,3120,2045,1150,1565,2385,1155,1560,5280,5575,2020,2015,420,440,190
"79","G5X",46.2388392926,-70.7683088808,6290,3155,3135,668,649,971,1230,820,43.6,45.1,3155,3135,332,332,350,299,501,472,614,614,413,402,505,1055,1025,1020,655,340,155,65,95,20,20,195,405,495,565,400,220,100,40,70,15,10,315,650,530,455,250,115,50,25,30,10,5,1925,810,115,2165,1220,1840,1080,605,925,1085,610,920,2730,2990,550,1265,240,285,135
"80","G5Y",46.1326477785,-70.6375331456,23460,11650,11815,2779,2202,3754,5061,3028,44.6,47.7,11650,11815,1456,1328,1159,1043,1907,1852,2485,2577,1438,1594,1975,4230,4075,3610,2415,1225,595,245,390,130,65,825,1675,1885,1965,1495,760,350,175,285,85,50,1155,2555,2185,1640,915,465,245,75,105,45,10,6580,4385,1115,9305,4435,6355,4550,2215,3190,4760,2225,3170,10985,11965,3840,5945,855,880,410
"81","G5Z",46.0641922596,-70.7117859447,6880,3395,3490,769,835,1171,1118,596,38.7,38.5,3395,3490,367,406,400,430,611,557,549,566,286,309,510,835,975,1025,755,505,285,100,205,75,30,190,265,390,560,445,290,160,60,140,55,20,315,570,585,465,305,210,130,40,60,25,10,2030,775,145,1870,1630,1840,835,810,925,1035,820,920,2800,3095,530,1810,280,430,200
"82","G6A",46.1437304951,-70.6817453069,2330,1165,1165,265,339,473,324,121,33.7,35.4,1165,1165,129,135,178,169,240,241,153,167,51,64,160,210,250,305,320,200,105,55,75,20,15,55,75,90,155,175,115,55,35,55,15,15,105,130,165,145,140,85,50,15,20,10,5,730,155,115,545,625,540,255,310,270,290,315,270,865,1010,160,780,125,180,75
"83","G6B",45.55216501,-70.8121480997,8175,4000,4180,818,735,1273,1808,1074,45.3,48.7,4000,4180,421,397,361,374,637,633,887,914,505,567,665,1430,1380,1320,780,435,215,100,145,60,25,260,560,615,720,465,265,125,55,105,45,15,410,865,770,605,315,175,90,40,40,15,10,2475,1240,260,2805,1640,2400,1295,820,1195,1510,825,1200,3735,3875,1075,1875,275,340,170
"84","G6C",46.7700942527,-71.0905677216,7045,3560,3490,977,774,1371,1367,565,38.4,39.5,3560,3490,511,466,382,395,690,681,695,662,284,281,495,855,895,1105,910,575,345,165,200,80,40,185,360,410,550,520,325,200,105,150,55,30,310,495,490,555,380,250,145,60,45,20,10,2150,645,130,2015,1835,1875,1040,915,940,980,925,935,2795,3040,615,1865,355,460,150
"85","G6E",46.4426749653,-71.0035339048,13535,6700,6840,1680,1448,2154,2584,1409,41.7,41.9,6700,6840,866,816,736,717,1103,1056,1309,1275,679,730,955,1915,1970,2120,1590,920,465,235,300,85,50,390,715,875,1145,920,580,265,170,220,55,35,565,1195,1095,970,670,335,200,65,80,25,15,3920,1720,580,4425,2870,3910,2145,1440,1960,2280,1430,1950,5640,6470,1400,3680,545,695,305
"86","G6G",46.1247885504,-71.3637866146,19690,9400,10290,2010,1616,2808,4238,3007,48.2,52.6,9400,10290,1035,980,809,809,1384,1414,2054,2183,1367,1634,1635,3665,3680,3085,1815,935,435,205,350,100,75,610,1315,1800,1670,1070,550,225,130,245,70,50,1025,2350,1880,1410,750,385,215,75,100,25,25,6145,3245,540,7620,3545,5930,3320,1775,2955,4305,1775,2975,9440,9605,3365,4400,670,660,310
"87","G6H",46.1001882223,-71.3732629836,7160,3585,3575,725,647,1032,1662,1089,46.4,50.9,3585,3575,377,351,344,303,555,482,824,833,551,533,550,1255,1405,1185,730,310,140,55,80,20,15,205,455,725,730,435,165,80,45,65,20,10,345,800,685,455,295,145,65,15,10,5,5,2540,670,75,2340,1460,2345,1175,730,1160,1160,725,1185,3140,3130,585,1325,280,300,130
"88","G6J",46.6358418604,-71.3098131988,10515,5305,5210,1275,1271,1962,1947,850,37.9,38.7,5305,5210,657,613,625,649,1000,962,954,988,418,432,800,1120,1205,1510,1355,925,550,280,290,120,55,305,450,505,730,735,550,325,185,225,90,40,495,665,700,775,615,370,225,90,70,25,20,3335,730,220,2780,2675,2815,1380,1335,1400,1400,1340,1415,4030,4335,730,3395,500,680,315
"89","G6K",46.6879989828,-71.3028104324,8365,4130,4235,1004,1019,1584,1410,796,37.4,38.7,4130,4235,486,527,490,532,800,784,675,742,412,387,625,810,800,980,1035,830,495,300,440,150,100,220,300,340,435,565,440,280,190,325,105,60,405,510,460,545,470,390,210,110,115,40,40,2570,570,135,2090,2160,2260,985,1080,1130,1105,1075,1135,3150,3630,525,3225,360,630,240
"90","G6L",46.2094090726,-71.8386131443,15170,7615,7560,1788,1386,2363,2969,1953,43.3,45.3,7615,7560,947,852,741,645,1189,1174,1488,1487,944,1011,1220,2660,2845,2580,1345,630,290,105,185,65,35,455,1025,1345,1510,855,405,180,80,130,35,20,765,1635,1500,1065,490,225,110,30,50,20,10,4545,2150,305,5160,3150,4300,2555,1570,2150,2605,1580,2145,6690,6960,2095,2640,550,655,350
"91","G6P",46.0529316524,-71.9477209319,29230,13875,15355,3263,2398,4035,6063,4522,48.1,52.1,13875,15355,1694,1559,1276,1119,1942,2093,2835,3228,2029,2491,2605,5970,5430,4175,2505,1260,575,270,455,135,85,1110,2300,2540,2120,1495,745,350,180,330,100,60,1490,3670,2895,2055,1010,510,230,90,125,35,20,7600,6455,1090,12205,5220,8100,5400,2615,4000,6805,2600,4100,14025,14675,6940,6890,870,925,435
"92","G6R",46.0159993461,-71.9560697863,4600,2330,2270,534,571,849,788,368,36.7,37.6,2330,2270,283,246,278,295,430,417,399,381,184,181,395,560,585,690,540,315,175,80,105,40,20,155,215,280,355,320,180,105,55,75,25,20,235,345,305,335,215,135,70,25,30,10,5,1505,185,110,1085,1325,1115,565,660,555,520,665,560,1715,1785,175,1175,220,305,140
"93","G6S",46.026363954,-71.8718640505,5025,2450,2580,618,539,799,870,604,41.2,41,2450,2580,316,297,256,280,383,416,405,459,282,313,410,730,670,740,525,310,150,80,115,40,25,165,285,335,350,280,170,85,50,85,30,15,245,445,335,390,245,135,70,30,30,10,10,1470,490,100,1555,1155,1375,685,575,685,870,575,690,1975,2655,390,1385,190,265,110
"94","G6T",46.0827687557,-71.9727799297,10295,5125,5170,1364,1255,1809,1896,787,36.9,36.9,5125,5170,664,711,631,621,879,927,931,963,408,377,810,1250,1410,1590,1265,755,435,185,260,100,50,320,465,610,795,710,435,270,125,190,75,35,490,780,800,795,550,320,160,60,70,20,15,3245,840,225,2765,2880,2495,1325,1435,1255,1440,1450,1245,4080,5035,730,2905,500,615,260
"95","G6V",46.803702423,-71.1453842916,31705,15075,16625,3709,2825,4488,6864,4738,47.6,51.4,15075,16625,1847,1861,1481,1339,2175,2316,3228,3638,2149,2594,2580,4895,5135,5000,3430,1975,1165,560,980,310,210,995,1825,2290,2515,1860,1140,670,355,705,215,135,1590,3075,2845,2485,1570,840,500,200,280,90,75,8235,7005,1855,13300,6135,8570,5785,3070,4265,7515,3065,4305,15225,15655,7960,9890,1125,965,430
"96","G6W",46.7546813845,-71.2238625069,23945,11355,12590,2872,2578,3997,4661,2912,43.2,44.1,11355,12590,1429,1455,1272,1306,1933,2069,2132,2530,1337,1584,1780,3025,3335,3620,3070,1945,1145,570,860,305,160,675,1100,1390,1755,1615,1080,630,350,610,210,120,1105,1925,1945,1865,1455,865,515,225,250,95,40,6805,4195,2180,8435,5620,6235,3600,2810,3125,4835,2810,3110,10990,12265,5230,8275,1015,1080,390
"97","G6X",46.7150889331,-71.2612254458,9755,4685,5065,1311,934,1449,2087,1239,44.4,46.3,4685,5065,643,670,489,450,733,716,977,1115,562,672,730,1340,1450,1735,1255,740,355,190,230,80,65,255,540,630,860,695,430,215,125,165,65,45,475,800,820,870,560,310,140,65,60,15,15,2660,1985,600,3840,2235,2425,1740,1120,1210,2100,1115,1220,4645,5255,2355,3440,365,365,115
"98","G6Z",46.6900808927,-71.1849235631,23605,11815,11790,3123,2567,4855,4505,1854,38,39.7,11815,11790,1600,1525,1229,1338,2410,2455,2272,2238,958,898,1810,2360,2495,3180,3060,2215,1425,765,1065,390,225,720,890,1020,1530,1655,1260,815,500,815,290,170,1095,1475,1475,1650,1405,955,610,265,255,100,60,7370,1630,505,6120,6420,6350,3050,3210,3170,3070,3210,3175,9005,9500,1595,8470,1275,1740,570
"99","G7A",46.6907610914,-71.3882492978,22830,11385,11440,2678,2714,4305,3934,2178,38.3,39.2,11385,11440,1345,1331,1341,1373,2140,2159,1964,1962,1105,1079,1785,2090,2235,2625,2685,2030,1515,895,1445,470,275,720,815,955,1285,1370,1080,850,540,1020,300,195,1065,1280,1275,1340,1310,950,665,355,420,165,80,7335,1335,610,5735,6040,6185,2820,3035,3090,2920,3005,3100,8695,8860,1525,9570,1080,1620,590
"100","G7B",48.3371044385,-70.8605999732,17955,8940,9015,2060,1733,2733,4074,2154,44.1,46.9,8940,9015,1017,1037,957,779,1362,1366,2008,2065,1065,1087,1825,2765,2745,2665,1775,1085,610,390,485,210,100,545,940,1195,1555,1135,720,410,330,420,185,80,1280,1825,1550,1115,640,365,200,60,65,30,15,5225,2855,455,5795,3990,5470,2835,1985,2735,2960,2005,2735,8000,8455,3380,3405,865,780,280
"101","G7G",48.4536926026,-71.0715672212,16740,8285,8450,2025,1798,2736,3485,1873,42,43.1,8285,8450,1030,992,920,884,1347,1381,1743,1735,906,967,1520,2560,2575,2380,1765,1000,600,380,485,215,85,505,935,1100,1290,1075,625,385,300,385,180,70,1010,1625,1470,1090,690,375,215,75,95,35,15,4955,2090,425,5230,3715,5000,2540,1845,2500,2685,1865,2500,7055,7755,2125,3230,795,825,375
"102","G7H",48.4187318688,-71.0417018034,28530,13740,14790,3616,2371,3827,6053,4071,47.6,51.5,13740,14790,1934,1678,1252,1117,1905,1927,2958,3095,1819,2250,2860,4960,4460,3745,2715,1650,1035,660,1310,380,245,1125,1960,1935,1855,1535,995,615,475,940,280,170,1735,3000,2530,1885,1175,655,420,185,370,105,75,7205,6805,1585,11705,5485,8030,5320,2735,4025,6380,2750,4000,13965,14355,7400,7770,1025,975,385
"103","G7J",48.4174945655,-71.1031314802,14860,7370,7490,1895,1495,2494,3348,1718,42.9,44.7,7370,7490,952,940,792,708,1219,1270,1633,1717,845,881,1550,2635,2330,2120,1365,870,510,350,505,180,100,595,985,1025,1150,810,545,310,255,365,135,70,960,1650,1300,970,550,330,195,90,140,50,30,3750,3230,505,5495,3085,4150,2670,1545,2070,2825,1540,2075,7020,7760,3285,3520,645,610,205
"104","G7K",48.368850621,-71.1175465565,650,330,315,75,70,106,161,89,43,46.9,330,315,39,42,35,30,58,43,73,82,48,37,65,85,85,130,95,35,15,5,15,10,5,25,35,35,90,55,20,15,5,10,5,5,40,55,50,45,40,15,5,0,5,5,0,265,40,10,200,150,210,115,75,105,90,80,105,305,255,50,100,30,25,10
"105","G7N",48.2007412518,-71.1426218409,6365,3260,3110,670,761,1081,1308,617,39.9,40.6,3260,3110,332,333,377,384,560,519,670,646,330,291,540,695,775,875,730,475,310,230,275,120,55,160,210,320,485,470,295,210,170,210,95,40,385,490,455,385,260,180,100,60,70,25,15,2210,355,75,1430,1665,2020,760,825,1015,670,830,1005,2540,2675,395,1465,330,395,130
"106","G7P",48.5493512441,-71.3106167942,7240,3715,3530,736,874,1124,1541,753,40.3,40.7,3715,3530,374,358,437,437,591,535,796,743,406,349,710,960,1015,955,765,445,265,190,230,105,45,195,310,450,545,515,325,195,165,190,85,45,520,655,570,410,245,125,70,20,45,20,5,2430,520,90,1705,1805,2300,920,910,1150,780,895,1150,2960,2975,410,1090,365,365,185
"107","G7S",48.429399216,-71.1774428333,20100,9845,10255,2205,2109,3266,4283,2329,42.5,43.9,9845,10255,1122,1078,1033,1081,1592,1671,2084,2208,1140,1200,1880,2285,2315,2775,2395,1420,980,650,835,340,165,580,770,955,1355,1445,850,560,480,655,275,135,1300,1515,1355,1420,955,570,425,170,175,65,30,6575,1950,430,6230,4595,5830,2875,2295,2905,3350,2305,2930,8495,9810,2365,4950,915,1015,410
"108","G7T",48.3975143637,-71.1527464688,905,440,460,137,146,144,102,50,33.5,32.2,440,460,68,74,73,73,74,70,48,53,20,31,50,80,95,120,110,90,50,45,45,25,10,20,25,30,55,55,45,35,35,40,15,10,35,55,65,65,55,45,20,10,5,5,0,270,100,50,230,280,185,105,140,95,125,145,95,375,555,100,240,55,45,20
"109","G7X",48.3198928345,-71.4149316982,25725,12805,12925,3190,2347,3784,6055,3369,45.8,49.6,12805,12925,1660,1526,1275,1075,1913,1876,3033,3027,1565,1804,2895,4970,4310,3710,2450,1200,705,445,575,245,135,1115,1835,1925,2085,1605,840,465,365,465,205,110,1780,3135,2380,1625,845,365,240,80,105,35,30,6735,5860,775,10255,5610,6755,5065,2795,3370,5190,2815,3385,12655,13275,6675,5045,995,890,310
"110","G7Y",48.3700734889,-71.2357875447,625,325,300,65,56,101,178,64,43.8,49.1,325,300,41,34,37,22,50,53,100,81,34,27,65,105,90,95,75,45,20,15,10,0,0,20,35,40,65,45,30,10,15,10,0,0,40,65,55,35,30,15,5,0,5,0,0,185,75,10,180,155,200,100,80,100,85,80,100,275,290,85,90,30,30,10
"111","G7Z",48.4380630487,-71.2641531332,2825,1425,1400,352,271,528,610,325,40.5,42.7,1425,1400,199,161,122,152,263,267,308,305,160,170,285,315,320,375,335,175,145,105,130,65,25,100,95,125,170,215,115,90,85,105,55,20,185,220,195,205,125,60,55,15,30,15,0,945,140,35,740,595,970,375,300,485,370,300,490,1095,1250,85,530,135,195,65
"112","G8A",48.4103873646,-71.3033664635,6180,3050,3130,702,619,954,1276,737,45,47,3050,3130,343,361,324,292,470,494,647,624,359,380,635,985,920,835,615,355,200,135,145,65,20,210,355,400,485,395,235,130,115,120,55,15,420,630,520,350,215,125,70,20,25,10,10,1790,930,145,2210,1330,1750,1045,660,880,1160,665,870,2700,2835,1085,1160,290,270,95
"113","G8B",48.5547948624,-71.6730439682,22665,11270,11395,2590,2005,3357,5076,2846,45.4,49.2,11270,11395,1342,1255,1047,966,1725,1627,2545,2530,1306,1534,2390,3995,3545,3135,2095,1150,725,455,540,230,110,825,1515,1585,1775,1325,750,470,370,430,195,90,1565,2485,1965,1360,770,395,260,80,110,40,15,6475,3930,770,8315,4640,6435,4050,2305,3220,4270,2330,3215,10390,11105,4630,3945,850,860,400
"114","G8C",48.5277805526,-71.63637482,4205,2000,2205,515,431,764,870,363,39.4,40.7,2000,2205,240,273,203,230,366,401,427,450,167,198,370,440,450,535,465,370,240,175,220,90,45,110,155,155,230,255,190,150,125,170,70,35,255,290,290,305,210,175,85,45,50,20,10,1470,230,195,1100,1020,1250,470,510,625,635,515,625,1700,2125,325,890,210,260,105
"115","G8E",48.6376753379,-71.6956943019,3840,1970,1875,436,389,602,836,389,42.1,43.1,1970,1875,232,206,190,199,322,293,426,407,204,183,355,565,605,500,400,190,145,75,100,40,20,105,195,290,290,270,120,100,65,85,35,15,250,370,310,200,135,70,45,10,15,5,0,1250,270,25,1055,790,1305,560,390,640,490,395,660,1540,1570,320,455,180,200,95
"116","G8G",47.8075998527,-71.5907069694,3990,1975,2015,384,359,563,946,543,46.3,50.7,1975,2015,179,201,188,163,279,282,481,466,273,266,340,630,665,645,370,205,115,70,90,35,20,115,245,310,365,230,125,70,50,75,30,15,225,390,350,275,145,85,40,20,20,5,5,1265,470,65,1200,825,1380,595,400,685,605,425,695,1740,1845,435,520,165,175,70
"117","G8H",48.4744179772,-72.23933666,10305,4965,5335,1076,879,1595,2370,1371,46,50.2,4965,5335,565,506,460,419,770,820,1171,1194,615,754,925,1690,1765,1520,960,570,285,140,220,60,45,375,655,795,810,540,335,160,95,155,45,30,550,1035,970,710,425,230,125,45,65,20,15,3035,1575,255,3755,2140,2925,1710,1060,1475,2045,1075,1450,4615,4765,1635,1320,400,405,170
"118","G8J",48.8897818736,-73.4562208611,4150,2135,2020,513,397,645,937,459,41.9,43.6,2135,2020,254,250,207,192,317,328,524,413,232,227,415,670,685,610,430,230,135,65,80,35,15,150,250,295,355,310,165,90,50,60,25,10,260,420,390,255,120,65,45,15,15,10,5,1400,345,30,1190,930,1330,650,460,670,545,470,660,1750,1745,295,540,190,200,115
"119","G8K",48.7035269861,-72.4438524126,10235,5115,5125,1177,939,1565,2327,1271,44.1,47.4,5115,5125,606,580,472,465,775,790,1187,1134,652,620,1015,1700,1585,1400,1080,640,345,175,215,75,45,345,610,700,785,725,440,220,120,175,65,35,670,1090,885,610,355,200,125,55,45,10,10,3260,1270,190,3345,2230,3060,1665,1110,1535,1685,1120,1525,4530,4560,1175,1600,400,430,240
"120","G8L",48.8937632631,-72.2019498231,14755,7305,7450,1445,1353,2181,3371,1987,45.6,50,7305,7450,766,686,682,679,1107,1077,1653,1715,981,1011,1420,2560,2290,1985,1395,855,460,170,260,85,45,470,915,1080,1130,900,580,305,140,205,70,40,950,1645,1210,860,495,270,160,30,60,20,5,4390,2090,280,5010,2845,4605,2400,1415,2295,2615,1425,2305,6465,6720,2045,2115,560,575,280
"121","G8M",48.8620134961,-72.4948005433,5285,2730,2555,561,558,759,1181,583,43,45.2,2730,2555,293,263,299,256,394,362,623,560,297,287,460,885,840,765,615,305,145,50,70,30,15,150,305,390,450,430,235,110,40,65,30,10,310,575,445,315,190,75,35,15,10,5,0,1785,475,90,1560,1125,1680,845,565,840,710,565,840,2250,2315,355,590,215,240,140
"122","G8N",48.3472809145,-71.678605079,2535,1305,1230,281,227,376,560,324,43.9,47.4,1305,1230,150,131,118,112,187,189,292,267,167,146,250,410,415,375,240,125,65,40,60,30,10,85,160,195,225,160,80,45,35,55,25,5,165,250,220,150,85,45,20,10,10,0,0,830,235,45,755,575,785,405,290,390,350,285,395,1070,1120,185,355,120,115,55
"123","G8P",49.9262717359,-74.1658830708,7540,3880,3660,1047,812,1350,1415,624,39.5,39.8,3880,3660,552,497,416,394,677,676,765,642,305,321,650,925,975,875,880,680,430,220,290,115,55,240,330,445,460,510,450,280,150,215,90,40,410,595,535,415,370,230,150,75,75,25,10,2270,1000,150,2305,1925,1940,1255,960,965,1050,970,975,3270,3010,955,1930,380,355,155
"124","G8T",46.3852620001,-72.5254936298,28125,13390,14730,3150,2283,4047,6123,4250,47.7,51.7,13390,14730,1572,1587,1152,1136,1983,2066,2918,3208,1960,2292,2805,5885,5300,4080,2385,1115,550,275,350,140,65,1110,2190,2470,2205,1400,720,330,210,275,100,50,1695,3700,2830,1875,985,395,225,60,75,35,10,7290,6560,655,12230,5300,7105,5425,2635,3545,6805,2665,3555,13780,14145,7145,6480,1020,790,350
"125","G8V",46.4078837596,-72.4840605966,9485,4830,4655,1306,921,1812,2110,866,40,42.2,4830,4655,676,637,441,483,899,911,1053,1050,462,401,910,1180,1260,1335,1050,720,475,285,380,150,85,360,430,575,660,575,405,300,220,295,110,70,555,750,680,675,470,310,175,65,85,40,10,3110,720,235,2705,2565,2565,1380,1280,1275,1320,1280,1290,3850,4045,675,2895,530,580,180
"126","G8W",46.4165032882,-72.6007549566,10310,5025,5285,1219,940,1751,2342,1203,43.4,46.6,5025,5285,605,608,472,478,841,913,1142,1202,582,619,860,1485,1465,1450,1035,695,485,260,420,145,100,285,565,635,730,565,405,290,195,320,105,80,575,920,830,715,470,290,190,75,95,35,20,2950,1385,355,3235,2570,2900,1470,1275,1445,1760,1300,1455,4385,4615,1285,3110,465,520,185
"127","G8Y",46.3668230133,-72.6168424806,32505,15415,17090,4332,2793,4727,6820,4600,44.8,47.9,15415,17090,2163,2169,1392,1396,2193,2544,3146,3675,2070,2529,3245,5130,4685,4480,3360,2090,1455,810,1455,480,315,1155,1785,1980,2075,1780,1215,875,540,1115,350,245,2095,3340,2705,2405,1585,875,580,270,345,130,75,9580,5640,1785,11630,6760,9560,4855,3385,4775,6775,3375,4785,15205,16665,5820,11685,1280,1375,535
"128","G8Z",46.3458290861,-72.5716135711,13575,6285,7290,2505,1139,1639,2276,1631,46.2,45.6,6285,7290,1215,1295,592,545,807,832,1070,1206,716,917,1545,2795,2270,1730,960,505,255,120,260,85,55,725,1130,1060,885,515,275,145,90,175,60,30,815,1660,1205,845,440,230,110,30,85,25,20,2055,4680,520,7350,2350,2520,3145,1170,1275,4200,1180,1250,6685,6600,5350,4495,360,270,120
"129","G9A",46.3525663931,-72.6238577491,20220,9870,10350,2672,1963,2912,4157,2617,46.7,48.9,9870,10350,1339,1333,1075,880,1524,1396,2092,2062,1186,1431,2350,4860,3725,2470,1365,675,355,170,255,85,50,1200,2005,1835,1295,765,410,225,130,195,65,35,1150,2845,1885,1175,600,270,130,40,55,20,10,3360,7630,1105,11195,3530,3395,5335,1750,1715,5860,1775,1680,10985,11875,8175,5835,540,400,145
