"","GEO_CODE","Lat","Long","Pop","Pop_male","Pop_female","Pop_16_26","Pop_32_39","Pop_40_52","Pop_53_65","Pop_66_76","Age_Moyen","Age_Median","Male_total","Female_total","Pop_Male_16_26","Pop_Female_16_26","Pop_Male_32_39","Pop_Female_32_39","Pop_Male_40_52","Pop_Female_40_52","Pop_Male_53_65","Pop_Female_53_65","Pop_Male_66_76","Pop_Female_66_76","sal_1","sal_2","sal_3","sal_4","sal_5","sal_6","sal_7","sal_8","sal_9","sal_10","sal_11","sal_1_m","sal_2_m","sal_3_m","sal_4_m","sal_5_m","sal_6_m","sal_7_m","sal_8_m","sal_9_m","sal_10_m","sal_11_m","sal_1_f","sal_2_f","sal_3_f","sal_4_f","sal_5_f","sal_6_f","sal_7_f","sal_8_f","sal_9_f","sal_10_f","sal_11_f","Total_Habitation","Propriétaire","Locataire","Condo","Celibataire","Conjoint_fait","Marie","Celibataire_M","Conjoint_fait_M","Marie_M","Celibataire_F","Conjoint_fait_F","Marie_F","Maison_Detache","Appartement","Bilingue","Couple_1","Couple_2","Couple_3"
"257","J0A",45.838169419,-71.9541681868,18825,9725,9100,2050,1884,3139,3997,2196,42.4,44.6,9725,9100,1053,997,972,912,1623,1511,2137,1859,1142,1052,1740,3225,3255,2810,1675,985,525,245,300,115,60,690,1325,1665,1600,1005,655,370,190,220,85,40,1050,1900,1590,1210,670,330,160,50,75,30,15,6340,1670,185,5605,4440,5455,3045,2220,2740,2560,2220,2715,7985,8200,1150,4720,750,885,490
"258","J0B",45.4058529462,-71.6724912369,62350,32030,30315,6521,5930,10123,13649,7940,43.3,46.4,32030,30315,3308,3210,3045,2885,5201,4932,7018,6631,4229,3720,5785,10370,10675,9295,5875,3200,1720,765,1400,370,280,2385,4450,5365,5085,3455,2005,1045,520,985,235,190,3400,5920,5315,4210,2420,1195,675,250,420,135,90,21035,5435,600,18705,13845,19105,9910,6920,9580,8790,6930,9525,26485,26990,3920,25490,2635,2660,1590
"259","J0C",45.9244644305,-72.4925409869,22745,11750,11000,2547,2569,3832,4518,2411,40.8,41.5,11750,11000,1331,1214,1334,1232,1999,1833,2359,2163,1237,1172,2035,3740,3730,3660,2295,1115,525,230,300,105,50,845,1515,1895,2090,1390,720,325,160,235,80,45,1185,2230,1840,1565,900,400,205,70,70,25,15,7375,2005,165,6600,5680,6190,3575,2835,3100,3030,2850,3085,9395,9375,1240,5080,970,1105,600
"260","J0E",45.2830839833,-72.5244273972,48185,24460,23725,4773,4334,7725,11205,6826,44.5,48.6,24460,23725,2468,2300,2211,2128,3938,3777,5624,5587,3541,3287,4775,7650,7800,7020,5080,2705,1440,770,1490,435,250,1975,3260,3655,3725,3005,1635,920,515,1060,290,175,2805,4390,4140,3295,2070,1075,525,255,425,140,70,16520,4410,670,14610,10855,15000,7510,5430,7540,7100,5425,7460,20995,21405,3055,21350,1815,2160,1020
"261","J0G",46.0370432934,-72.8249970279,18560,9595,8960,2021,1709,3182,4349,2440,44.3,48.2,9595,8960,1033,989,862,847,1682,1510,2308,2036,1299,1136,1985,3575,3170,2770,1665,1010,510,240,310,115,70,760,1495,1615,1590,1055,685,360,180,245,95,60,1225,2080,1555,1180,610,325,150,60,65,20,15,6685,1570,145,5960,4450,5410,3295,2220,2710,2660,2230,2700,8250,8355,805,4005,900,795,360
"262","J0H",45.6608928228,-72.7700028968,52240,26925,25320,6188,5697,9129,10269,5198,40.2,41.2,26925,25320,3260,2929,2923,2777,4725,4411,5340,4932,2726,2472,4535,7920,8370,8600,5390,2780,1430,650,870,300,180,2000,3285,4050,4745,3155,1780,910,455,650,220,140,2535,4640,4320,3855,2235,1000,520,195,220,80,40,16590,4680,565,15490,13040,13760,8395,6490,6920,7095,6545,6845,21295,21735,3325,12410,2360,2590,1455
"263","J0J",45.1500067645,-73.1626092715,41160,21170,19990,4881,3855,7023,8754,4946,42.6,45.3,21170,19990,2575,2315,1984,1876,3613,3417,4528,4219,2611,2332,3985,6575,6940,6160,4135,2280,1150,570,795,295,145,1680,2695,3350,3410,2515,1480,735,395,560,205,105,2305,3880,3585,2755,1620,805,415,170,230,90,45,13635,3400,290,12845,9250,12275,6965,4615,6140,5880,4635,6135,17010,17065,1920,16915,1845,1835,1030
"264","J0K",46.7930911238,-73.8662786503,139125,70875,68250,14743,12595,23018,32617,18431,44.5,48.4,70875,68250,7502,7245,6510,6090,11809,11207,16720,15898,9601,8821,15220,25685,24065,20370,12700,7055,3625,1615,2145,805,400,6425,10560,11755,11675,7715,4600,2375,1135,1590,570,300,8795,15125,12305,8690,4985,2455,1250,480,555,235,95,47510,13560,1505,47380,32300,38630,24725,16130,19370,22660,16180,19260,61390,62625,8040,37535,6230,5435,2495
"265","J0L",45.4210399725,-73.3820046497,75955,38590,37365,9037,8982,13123,14200,7204,39.7,39.8,38590,37365,4557,4493,4587,4392,6805,6326,7176,7015,3737,3461,6125,10145,11070,11570,8330,5305,3100,1460,1780,715,330,2380,3750,4910,6100,4890,3485,2095,1030,1355,555,255,3745,6400,6160,5470,3445,1820,1005,435,425,155,80,23765,7080,2175,22545,19220,19820,11610,9590,9965,10935,9630,9855,30830,32270,6210,26130,3720,4040,1680
"266","J0M",58.3563619557,-72.1561140927,23550,11855,11695,4691,2400,3387,2124,727,27.8,24.4,11855,11695,2340,2344,1218,1187,1687,1689,1046,1079,367,362,2885,2600,2065,1890,1695,1270,1050,665,960,415,230,1730,1440,925,880,770,505,410,290,490,210,125,1160,1160,1140,1010,925,765,645,375,470,205,105,305,4055,50,8530,3155,4180,4245,1575,2090,4290,1575,2090,5900,8205,605,5705,770,810,1275
"267","J0N",45.5953698028,-73.9610287039,49435,25245,24185,5887,6301,9107,8770,4071,38.2,38.5,25245,24185,3027,2864,3208,3088,4713,4399,4479,4285,2034,2031,4055,6095,6695,6790,5385,3595,2185,1055,1175,480,250,1615,2300,2875,3450,3060,2220,1430,755,930,365,210,2440,3795,3820,3345,2325,1375,760,300,245,115,45,15635,3205,1830,14235,11970,13170,7275,5980,6790,6960,5990,6380,18840,19500,3460,20945,2625,2925,1150
"268","J0P",45.3622872943,-74.3005544008,39720,19995,19725,4664,4026,7209,7831,4414,41.6,43.3,19995,19725,2398,2263,1991,2040,3617,3602,3986,3840,2223,2191,3660,5340,5510,5570,4295,2625,1630,885,1615,510,285,1485,2170,2425,2830,2350,1575,1020,605,1220,385,220,2175,3165,3085,2740,1945,1045,615,280,390,125,65,13220,3020,775,11950,8720,12100,5995,4360,6060,5955,4365,6040,16235,17100,2370,21385,1845,2140,890
"269","J0R",45.865956026,-74.1785135927,35635,17475,18155,3193,2819,6464,8935,5283,46.2,50.9,17475,18155,1596,1597,1332,1484,3125,3337,4339,4603,2694,2596,3580,5005,5085,4600,3750,2570,1715,1000,2055,560,395,1385,2030,2175,2205,2005,1430,1020,700,1490,385,290,2195,2975,2910,2395,1745,1135,695,300,560,175,105,13055,3170,1370,11220,8380,10980,5290,4190,5495,5930,4185,5485,16230,17135,3035,20520,1510,1560,535
"270","J0S",45.1115143013,-74.0700024891,31970,16160,15810,3717,2884,5272,6997,3964,43.4,46.6,16160,15810,1909,1805,1473,1406,2670,2608,3532,3464,2047,1915,3410,5390,5430,4680,2945,1745,960,455,645,235,120,1410,2295,2615,2545,1700,1060,590,320,470,170,95,2005,3100,2815,2140,1250,690,365,140,170,65,25,10700,3060,490,10370,6640,9880,5310,3310,4935,5065,3325,4945,13755,14065,1830,15230,1470,1430,665
"271","J0T",46.3001509823,-74.585535597,46275,23765,22510,3657,3551,7582,12970,7829,48.6,54,23765,22510,1900,1748,1782,1777,3834,3740,6580,6393,4154,3675,5060,8830,8545,7070,4285,2290,1265,640,1195,325,240,2135,3860,4265,3885,2435,1395,795,445,855,240,170,2930,4970,4280,3190,1850,900,475,190,335,90,70,18355,4420,570,16270,10370,14195,8635,5165,7120,7635,5210,7075,22755,23055,2660,20035,1660,1480,575
"272","J0V",45.8226224144,-74.9230616121,25925,13190,12735,2454,1968,4189,6572,4091,47,52.1,13190,12735,1258,1204,996,977,2107,2077,3360,3216,2168,1914,2905,4960,4590,3665,2295,1285,775,355,485,185,95,1225,2135,2205,2100,1385,805,520,240,350,130,70,1680,2830,2380,1570,915,480,260,110,130,60,25,9265,2565,265,8780,5435,8280,4585,2720,4155,4190,2715,4130,11840,12325,1305,11785,1070,895,410
"273","J0W",47.0921398454,-75.79669188,15960,8255,7710,1380,1183,2446,4431,2761,48.3,54,8255,7710,708,665,604,571,1214,1232,2280,2146,1501,1265,1775,3560,2905,2375,1405,670,295,130,225,80,50,645,1545,1570,1420,895,405,180,85,155,60,35,1130,2015,1335,955,515,260,120,45,70,20,15,6045,1390,170,5090,3675,5260,2770,1840,2630,2320,1830,2630,7485,7560,730,3890,625,535,210
"274","J0X",46.3070233212,-76.7653473937,45715,23160,22560,4648,3611,7970,11065,6142,45,49.4,23160,22560,2407,2239,1769,1842,3998,3962,5676,5394,3178,2962,5220,8215,7000,5950,4290,2860,1615,850,1095,420,220,2330,3735,3515,3140,2380,1585,935,510,735,260,150,2890,4480,3485,2810,1915,1275,675,340,360,160,60,16145,3720,285,14655,7320,16940,7575,3655,8475,7080,3665,8465,19890,20535,1425,24020,2125,1940,805
"275","J0Y",52.1080603581,-75.2960729225,29440,15290,14150,3731,2915,4972,6064,2802,39.6,40.7,15290,14150,1944,1785,1495,1425,2606,2368,3208,2854,1491,1301,3160,3975,3850,3445,2770,1790,1165,785,1240,470,315,1265,1485,1665,1745,1755,1215,810,635,1050,405,265,1895,2495,2180,1700,1015,580,355,155,190,65,50,8670,2575,365,8765,7455,7480,4820,3720,3800,3945,3740,3685,11860,12170,1635,6735,1285,1225,815
"276","J0Z",47.8625763117,-78.8239846505,34120,17595,16525,3723,3220,5631,7706,3706,42,44.7,17595,16525,1920,1800,1649,1576,2878,2753,4073,3634,1997,1711,3510,5405,4975,4300,3240,1985,1335,850,1100,445,260,1255,2100,2350,2325,2020,1320,930,695,965,395,225,2250,3305,2625,1975,1220,660,410,155,140,50,35,12010,2455,410,9795,8220,9880,5360,4105,4945,4440,4120,4930,14555,15155,1640,9180,1445,1575,820
"277","J1A",45.0909605034,-71.8444906658,9260,4555,4705,1175,774,1429,1806,1151,44.2,46.5,4555,4705,599,572,381,390,726,703,887,919,565,586,710,1625,1840,1595,830,360,180,85,125,40,25,300,645,900,855,480,205,110,60,85,30,20,410,980,940,735,350,155,65,20,40,10,5,2580,1500,250,3220,1830,2740,1535,910,1360,1680,915,1380,4065,4255,1470,3355,370,350,200
"278","J1C",45.4796673045,-71.9491568136,6630,3405,3225,814,706,1156,1278,647,39.5,40.3,3405,3225,434,382,364,350,585,574,669,606,331,311,550,870,935,945,720,470,285,125,165,60,35,220,340,420,495,405,310,175,80,120,45,30,325,530,515,450,315,155,105,45,45,15,5,1955,710,70,1935,1660,1730,1045,830,860,895,830,870,2665,2735,715,2175,300,380,155
"279","J1E",45.4230627056,-71.8722633242,23645,11440,12200,4032,2553,3279,3745,2453,40.1,37.3,11440,12200,1983,2049,1302,1256,1606,1676,1778,1970,1058,1392,2440,4460,4050,3455,2110,1115,555,210,215,75,40,1130,1840,1845,1790,1160,615,300,125,155,55,25,1310,2620,2205,1665,950,500,250,90,60,25,10,4780,6545,895,10020,4805,4985,4525,2410,2480,5495,2390,2510,11305,12350,6915,8355,800,845,410
"280","J1G",45.4024197131,-71.8479093167,19940,9470,10465,2653,1877,2977,4225,2430,44,45.7,9470,10465,1317,1338,940,937,1440,1529,1976,2252,1094,1343,1895,3375,3165,2875,1890,1130,575,250,395,145,70,840,1285,1450,1395,1010,605,330,165,270,95,45,1055,2090,1715,1480,880,525,245,85,125,50,25,4740,4225,500,8025,3920,5150,3425,1950,2590,4600,1970,2555,8995,9240,4635,7340,715,750,410
"281","J1H",45.4160985325,-71.8938640811,27255,13610,13645,5526,2845,3873,4573,2437,40.2,36.8,13610,13645,2817,2706,1549,1298,1972,1896,2267,2307,1158,1280,3445,6640,4875,3370,1760,865,435,195,330,120,70,1795,2995,2375,1800,955,485,245,140,210,80,45,1650,3640,2500,1565,800,385,195,60,115,40,25,3765,10335,1205,13955,4735,4995,6935,2360,2495,7015,2375,2505,14125,14145,11300,11890,755,700,440
"282","J1J",45.4131247973,-71.9237831784,14460,6770,7690,1888,1149,2010,2905,2125,47.3,50.7,6770,7690,959,927,570,574,936,1076,1349,1559,953,1181,1365,2185,2080,1885,1440,880,615,395,875,220,135,630,890,920,815,700,425,330,245,585,135,90,735,1295,1155,1070,740,455,285,150,295,90,45,3615,3430,830,6225,2355,4130,2615,1185,2095,3610,1175,2035,7010,6730,4055,7865,440,560,220
"283","J1K",45.3821541733,-71.9326898566,6905,3585,3315,1627,598,982,1003,704,40.4,36.9,3585,3315,939,690,317,278,493,481,496,499,346,356,925,1300,950,865,570,340,210,115,155,55,30,480,630,500,450,335,190,135,75,100,35,20,445,670,450,415,230,150,75,40,55,25,5,1610,1525,250,3305,1080,1635,1780,535,815,1525,545,815,3100,3200,1515,3525,200,215,145
"284","J1L",45.4112564731,-71.9586045296,14300,6475,7825,1739,1167,1931,2563,2203,48.4,51.2,6475,7825,856,881,589,573,895,1036,1131,1436,902,1299,1205,2280,2600,2125,1395,755,480,250,480,120,95,480,775,1110,1015,705,415,275,150,330,80,70,720,1505,1490,1110,690,340,205,100,145,45,30,3010,3975,1565,5805,2535,4240,2180,1270,2115,3630,1265,2120,7015,6950,4890,6550,465,450,200
"285","J1M",45.3656007882,-71.8420488302,5380,2545,2835,899,479,784,889,570,42.5,41.9,2545,2835,432,469,230,249,379,412,437,461,266,311,665,815,785,655,490,325,190,90,165,55,30,295,315,315,335,250,180,100,55,120,40,20,370,500,470,320,240,150,90,40,45,15,10,1255,1140,80,2245,760,1510,965,375,755,1275,380,755,2390,2440,1110,3315,185,215,115
"286","J1N",45.3395037028,-72.0127508401,32395,16015,16380,4205,3839,6011,5300,2805,37.7,38,16015,16380,2152,2059,1850,1989,2939,3072,2548,2758,1382,1429,2400,3605,4060,4550,3695,2500,1550,785,1145,410,225,1000,1405,1750,2210,1945,1370,900,505,805,280,160,1405,2200,2305,2340,1750,1125,650,280,345,125,70,9810,3170,1065,9445,8065,8090,4490,4010,4035,4955,4055,4050,12980,14690,3550,14300,1365,1950,820
"287","J1R",45.3966370416,-72.0422006767,10420,5250,5175,1228,1313,2068,1704,767,36.6,37.5,5250,5175,621,609,653,660,1060,1006,853,857,380,383,800,1170,1270,1510,1290,790,430,210,285,105,60,310,450,580,785,710,460,255,140,200,70,45,490,725,690,720,580,325,175,75,85,35,15,3370,535,65,2575,2690,2775,1315,1345,1380,1265,1345,1395,3915,4365,375,3865,500,675,315
"288","J1S",45.6064898474,-71.9691772769,7915,3985,3935,920,795,1256,1593,752,42,42.9,3985,3935,488,438,408,390,621,638,811,789,361,391,685,1180,1295,1190,735,460,280,120,115,50,20,255,460,615,615,410,290,210,95,85,35,15,430,720,680,575,325,170,70,20,25,15,5,2295,1040,125,2625,1810,2050,1275,900,1025,1345,905,1030,3370,3460,1100,2215,300,375,165
"289","J1T",45.7608705662,-71.9385246032,7700,3735,3965,687,579,1042,1736,1289,48.3,53.5,3735,3965,363,327,302,287,508,537,825,913,645,639,785,1570,1450,1105,575,285,145,55,75,20,20,310,595,715,625,350,185,95,40,55,15,15,470,980,740,480,225,100,50,20,15,5,5,2235,1370,110,2855,1335,2385,1305,660,1180,1550,675,1205,3620,3615,1420,1750,235,210,140
"290","J1X",45.277799313,-72.1728152642,31585,15275,16305,3103,2584,5070,7125,4965,46.5,50.8,15275,16305,1531,1565,1283,1293,2426,2639,3413,3707,2397,2575,2820,5325,5455,4485,2900,1655,1075,560,1210,365,210,1105,2085,2500,2245,1595,960,650,360,860,250,140,1715,3240,2955,2240,1310,700,430,195,350,110,70,9545,4900,1730,10975,6800,9355,4890,3395,4670,6085,3405,4685,14460,15255,5215,14230,1140,1170,525
"291","J1Z",45.9500680773,-72.4661248358,5500,2810,2695,664,663,1000,918,475,37.3,37.7,2810,2695,331,338,319,346,519,481,489,440,264,217,465,790,845,850,550,315,145,65,80,30,15,195,345,410,450,345,175,80,45,65,25,10,265,440,435,400,205,140,60,25,15,10,0,1740,375,35,1420,1390,1450,765,690,725,655,700,720,2100,2140,245,1245,260,315,175
"292","J2A",45.8151717196,-72.4026545568,11720,6030,5690,1442,1432,2201,2186,983,37.9,38.6,6030,5690,742,695,714,718,1137,1059,1147,1044,498,475,1055,1615,1705,1930,1350,685,375,150,175,75,30,430,660,785,1055,820,420,240,105,145,65,20,625,955,925,880,530,265,135,45,35,10,5,3850,795,75,3180,3075,3055,1720,1540,1535,1465,1540,1525,4645,4900,610,3155,580,685,295
"293","J2B",45.9030297389,-72.5360609485,30460,15245,15210,3727,3466,4761,5717,3518,41.7,41.4,15245,15210,1912,1810,1815,1654,2449,2309,2763,2952,1721,1799,2960,5625,5155,4285,2710,1395,715,325,485,145,110,1245,2245,2470,2340,1555,845,430,225,340,95,80,1720,3375,2685,1940,1155,550,285,105,150,45,30,7205,6795,715,11895,6375,6990,5800,3170,3555,6090,3200,3435,13990,14705,7075,8270,1090,1185,560
"294","J2C",45.8892520929,-72.5055457282,29765,14065,15695,3604,2555,4542,6015,4214,46.6,49.6,14065,15695,1847,1763,1278,1272,2233,2301,2814,3203,1810,2398,2735,4975,4970,4265,2810,1495,870,415,780,235,160,1135,1885,2200,2180,1580,870,520,275,565,165,105,1605,3090,2765,2080,1230,625,350,135,210,70,50,6720,7040,1345,12060,5610,8200,5230,2795,4070,6830,2815,4125,13785,14680,7390,8980,1045,1110,435
"295","J2E",45.9098532939,-72.5289103076,4085,2070,2015,576,432,713,863,430,39.8,40.9,2070,2015,283,281,209,223,365,338,414,444,227,203,355,660,735,700,435,205,105,50,50,15,15,145,260,345,380,250,135,70,35,35,15,5,205,400,390,320,185,65,35,10,15,5,5,1060,740,120,1310,1005,1065,665,500,535,650,505,530,1805,2060,455,1050,185,205,75
"296","J2G",45.4045758903,-72.7202273974,28285,13695,14590,3446,2340,4199,6013,3936,47,50.6,13695,14590,1763,1688,1254,1083,2109,2093,2882,3133,1768,2175,2685,6015,5595,4245,2350,1045,490,235,355,130,65,1190,2380,2595,2255,1360,635,290,150,265,100,45,1495,3635,3000,1990,990,410,200,80,95,30,15,5665,8600,1075,13045,5155,6565,5990,2590,3275,7055,2565,3290,14320,14215,9260,9085,870,740,415
"297","J2H",45.3938069216,-72.7004637514,19820,9770,10050,2287,2003,3385,3992,2104,40.7,42,9770,10050,1170,1119,957,1038,1653,1737,1954,2043,1051,1060,1645,2315,2475,2855,2290,1505,835,465,795,245,160,625,870,1035,1435,1260,840,490,330,575,165,115,1020,1435,1445,1415,1025,670,340,135,215,75,45,6095,1610,695,5300,4705,5975,2465,2365,2985,2840,2340,2985,7660,8585,1790,8385,840,1100,525
"298","J2J",45.400538848,-72.7825131684,18115,8795,9320,2143,1852,2916,3535,2196,42.4,43.6,8795,9320,1086,1059,932,920,1458,1458,1667,1867,1005,1187,1410,2870,3200,2850,1875,1010,495,225,250,115,45,555,1030,1415,1470,1090,630,315,155,180,85,35,860,1840,1780,1380,785,380,175,65,65,35,10,4490,3485,640,6145,4130,4785,2785,2060,2395,3360,2070,2390,7970,8155,3720,5845,715,770,350
"299","J2K",45.2394303604,-72.770094642,16665,8470,8190,1959,1560,2696,3425,2070,43.9,46.2,8470,8190,1054,914,838,722,1409,1295,1713,1719,990,1078,1510,2810,2905,2460,1530,790,390,190,280,90,55,675,1085,1355,1285,880,495,245,125,195,65,35,835,1725,1550,1175,650,290,145,65,90,30,20,4305,2995,390,6175,3365,4570,3140,1680,2325,3035,1685,2250,7265,7545,3000,7955,605,615,340
"300","J2L",45.2991908882,-72.6907775947,9055,4445,4610,872,947,1615,1914,1144,42.2,44.2,4445,4610,448,430,459,491,765,840,929,989,583,557,830,1030,1055,1090,925,730,495,285,745,195,125,330,380,415,515,505,410,290,180,515,130,80,505,645,635,580,420,330,200,105,225,70,45,3125,840,520,2590,2140,2675,1215,1075,1335,1370,1065,1340,3960,4270,1120,5580,355,445,200
"301","J2M",45.3566391205,-72.5721336954,6940,3640,3295,709,740,1380,1592,757,41.2,44.5,3640,3295,392,316,374,363,734,641,813,789,420,342,710,850,855,930,785,515,310,160,340,110,55,300,355,425,505,445,275,190,105,260,75,40,410,490,440,425,340,240,120,60,85,35,15,2540,190,10,1675,1795,2225,995,895,1110,685,895,1115,2720,2625,55,3495,310,400,180
"302","J2N",45.2760678603,-72.954917032,8905,4470,4440,1016,911,1351,1752,959,41.8,42.3,4470,4440,515,505,465,446,682,669,883,870,500,466,775,1520,1485,1325,960,435,205,85,90,40,15,325,595,660,745,600,265,135,65,70,30,10,450,920,825,580,360,165,70,25,20,10,5,2335,1560,275,3010,2020,2190,1490,1015,1095,1520,1005,1095,3895,4050,1425,2975,340,380,210
"303","J2R",45.6567132006,-72.9237160924,10240,5045,5195,1313,967,1825,2212,1174,42.1,44.6,5045,5195,645,670,491,479,881,947,1109,1110,577,602,775,1425,1635,1705,1220,720,390,190,225,80,45,305,515,695,915,685,450,215,130,160,45,40,470,910,940,790,530,270,170,60,65,35,5,3290,1000,295,3115,2415,3055,1470,1205,1530,1640,1210,1535,4265,4630,1055,2670,475,525,215
"304","J2S",45.6139498276,-72.9912280215,29125,13585,15540,3784,2609,4149,5432,3924,46.3,48.3,13585,15540,1864,1922,1352,1262,2070,2074,2567,2860,1684,2240,2655,5370,5055,4025,2345,1255,700,350,640,195,125,1230,2095,2230,2030,1245,725,405,220,470,145,90,1420,3265,2830,1995,1095,530,295,130,170,55,45,5260,8680,1700,13575,4935,6865,5775,2475,3435,7800,2460,3420,13950,14890,9770,8605,865,790,435
"305","J2T",45.5971422199,-72.936618266,16310,7780,8530,1988,1479,2478,3357,2022,44.3,46.5,7780,8530,1000,995,751,728,1205,1279,1584,1773,943,1083,1285,2445,2840,2715,1770,900,490,210,295,110,60,535,905,1260,1390,980,545,295,135,220,80,45,745,1535,1580,1330,790,360,195,75,80,25,20,4435,2845,865,5810,3585,4435,2535,1785,2195,3270,1800,2240,7285,7860,3430,4285,650,655,270
"306","J2W",45.3693637455,-73.3137411431,28280,13925,14355,3577,3084,5677,5302,2482,39.1,40.6,13925,14355,1801,1779,1453,1626,2796,2886,2593,2703,1210,1266,2385,3170,3215,3560,3110,2480,1595,895,1340,500,245,895,1170,1350,1695,1615,1365,960,610,985,350,175,1495,1995,1865,1865,1490,1120,640,285,355,150,65,8870,1850,1080,8010,6815,7970,3745,3400,3965,4265,3420,4000,10740,11270,2175,13415,1430,1880,630
"307","J2X",45.3090482574,-73.2189682147,19810,9785,10025,2381,2074,3263,3801,2064,41.4,41.9,9785,10025,1246,1137,1021,1053,1619,1649,1907,1898,1018,1035,1630,2860,2960,2780,2070,1330,710,345,440,160,90,670,1125,1325,1410,1175,795,445,235,315,110,65,955,1735,1640,1370,895,525,260,115,125,50,25,5465,2620,485,6715,4425,5115,3240,2205,2555,3470,2215,2560,8085,8460,2525,7075,855,970,445
"308","J2Y",45.3114031522,-73.355598785,5675,2855,2825,688,571,1100,1237,565,40.5,42.9,2855,2825,339,344,287,289,549,554,622,616,293,263,505,655,830,865,625,445,255,135,170,60,40,170,240,380,450,375,285,170,90,120,40,35,330,420,450,420,250,160,95,45,45,20,5,2035,140,0,1570,1425,1670,800,705,835,765,715,835,2180,1680,40,2330,310,340,140
"309","J3A",45.3339000239,-73.2744132121,8455,3745,4710,966,559,1057,1642,1601,51.8,56.7,3745,4710,503,462,280,284,515,542,695,946,615,973,700,1820,1900,1265,675,375,180,80,90,45,20,290,635,775,640,370,215,100,60,60,30,10,405,1180,1125,625,305,160,75,20,30,15,5,1180,3600,745,4375,1460,1885,1680,740,940,2695,725,945,4770,5185,3930,3120,225,140,50
"310","J3B",45.2832060293,-73.2791682423,32760,16205,16560,4403,3431,5192,6252,3537,42.1,42.2,16205,16560,2205,2197,1791,1637,2605,2587,3074,3174,1669,1877,3045,5460,5345,4655,3360,1985,1060,435,545,205,130,1345,2145,2395,2455,1915,1210,665,300,400,150,85,1695,3315,2950,2200,1445,775,395,140,145,55,40,7640,7440,1415,13310,6890,7460,6395,3425,3725,6915,3460,3735,15070,15670,7890,13245,1340,1280,540
"311","J3E",45.6003606821,-73.3309778949,29850,14645,15205,4005,2756,6474,5217,2782,39.7,41.8,14645,15205,2074,1934,1277,1474,3149,3325,2557,2654,1310,1461,2510,2995,2945,3295,3025,2500,1935,1200,2025,760,400,995,1090,1215,1490,1535,1330,1090,780,1475,515,295,1515,1900,1730,1805,1490,1170,845,420,545,240,105,9265,1795,1325,8945,6460,8720,4125,3220,4355,4820,3235,4360,11065,11830,2605,14390,1405,2115,730
"312","J3G",45.5945501139,-73.2283175898,32060,15720,16340,3698,3662,5467,5742,3614,41.2,41.5,15720,16340,1919,1779,1806,1853,2751,2729,2771,2968,1716,1903,2445,3685,3975,4225,3615,2605,1850,960,1345,515,280,900,1350,1640,2025,1930,1480,1145,665,1030,380,220,1545,2340,2330,2195,1685,1135,705,295,310,135,60,9865,2995,1515,9705,7520,8970,4545,3755,4470,5165,3765,4495,12890,13925,3540,14790,1545,1800,665
"313","J3H",45.5526695702,-73.1754730554,25735,12375,13360,2962,2470,5000,4961,2892,41.6,43.8,12375,13360,1526,1445,1163,1307,2390,2610,2353,2603,1351,1545,2140,2740,2745,2845,2710,2085,1535,990,1985,600,375,845,1005,1095,1240,1285,1115,860,630,1410,395,255,1295,1735,1650,1610,1430,970,675,360,575,205,120,8575,1680,1505,7705,5910,7415,3320,2960,3705,4385,2950,3715,10225,10905,2470,14005,1155,1555,610
"314","J3L",45.4435818538,-73.270951553,48605,24035,24570,5909,5854,9300,8130,4003,38.6,39,24035,24570,2997,2917,2831,3028,4621,4676,4062,4061,1955,2046,3755,5240,5650,5995,5015,4085,2840,1540,2465,895,490,1535,2010,2345,2900,2575,2315,1635,1035,1780,615,345,2220,3230,3305,3090,2440,1765,1200,510,690,285,145,14785,4015,2110,14435,11660,12580,6965,5810,6275,7475,5850,6310,18800,20310,5275,24295,2375,3095,1135
"315","J3M",45.4327475421,-73.1583533877,10750,5345,5405,1256,1373,1696,1867,964,39.3,38.1,5345,5405,628,633,704,669,859,834,936,934,486,485,770,1335,1555,1675,1270,795,355,150,180,80,40,295,490,675,885,740,510,240,105,130,50,35,475,845,880,790,525,285,115,40,50,25,10,3010,1390,500,3375,2675,2585,1650,1330,1295,1720,1350,1290,4400,4915,1460,3545,510,590,195
"316","J3N",45.5237415799,-73.2757865587,17060,8305,8750,2088,1892,3639,2854,1297,37.9,39.4,8305,8750,1056,1041,876,1016,1784,1857,1403,1439,599,693,1320,1660,1695,1930,1810,1445,1155,670,980,385,215,495,620,680,895,890,780,650,430,720,275,155,825,1045,1015,1040,920,660,510,245,255,110,60,5605,790,920,4725,3950,4720,2150,1965,2360,2580,1980,2360,6390,6605,1295,8825,875,1220,425
"317","J3P",46.044938706,-73.0615618872,24975,12135,12840,2355,2097,3646,5900,4205,48.6,53.3,12135,12840,1205,1152,1075,1014,1821,1833,2827,3071,2021,2186,2580,4695,4180,3395,2210,1475,935,410,550,240,95,855,1705,1915,1840,1330,935,685,335,435,195,80,1720,2990,2270,1550,880,540,255,75,115,45,15,7365,4510,480,9505,5115,7395,4300,2560,3695,5205,2555,3705,11830,12595,4315,6045,1065,850,280
